OBJECTID|AGNO|RBD|DGV_RBD|NOM_RBD|TIPO_SOST|COD_REG_RB|NOM_REG_RB|COD_PRO_RB|COD_COM_RB|NOM_COM_RB|COD_DEPROV|NOM_DEPROV|TIPO_DEPEN|DIRECCION|NUMERO|REFERENCIA|LATITUD|LONGITUD|MAT_PARV|MAT_BAS_RE|MAT_BAS_AD|MAT_ESP|MAT_MHC_RE|MAT_MHC_AD|MAT_MTP_RE|MAT_MTP_AD|MAT_TOTAL|MAT_HOM_TO|MAT_MUJ_TO|MAT_SI_TOT|CUR_SIM_TO|CUR_COMB_T
1151|2021|7419|5|ESCUELA DELICIO CARDENAS BUSTAMANTE|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|1|COVARRUBIAS|199|SECTOR URBANO SAN PABLO, PROVINCIA OSORNO.|-40.41494|-73.006447|15|85|0|0|0|0|0|0|100|58|42|0|6|2
1152|2021|7434|9|ESCUELA PARTICULAR N.143 SANTA CRUZ|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|2|BOLIVIA|355|VILLA SAN PABLO, RUTA 5 COMUNA DE OSORNO.|-40.413212|-73.013206|66|286|0|0|0|0|0|0|352|175|177|0|10|0
1153|2021|22113|9|LICEO FRAY PABLO DE ROYO|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|1|COLON|510|CENTRO DE SAN PABLO, FRENTE A PLAZA DE ARMAS. COSTADO GIMNASIO MUNICIPAL.|-40.41259|-73.01059699999999|0|0|0|0|153|0|98|0|251|89|162|0|11|0
1154|2021|41472|7|ESCUELA ESPECIAL DE LENGUAJE EL TRENCITO DE DORA|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|2|CRUZ|93| |-40.412438|-73.012765|0|0|0|48|0|0|0|0|48|28|20|0|5|0
1155|2021|41872|2|COLEGIO SAN FRANCISCO DE ASIS|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|2|SAN JOAQUÍN|391|0|-40.410854|-73.011741|0|0|44|0|0|51|0|0|95|49|46|0|4|0
1156|2021|7418|7|ESCUELA BASICA SAN PABLO|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|1|SAN FRANCISCO|505|DISTANTE A UNA CUADRA DE PLAZA DE ARMAS DE LA VILLA SAN PABLO.|-40.410851|-73.011742|27|179|0|0|0|0|0|0|206|102|104|0|10|0
1157|2021|7605|8|ESCUELA PARTICULAR N.157 PURRUCALHUE|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|2|CAMINO CANCHA LARGA|0|SECTOR PURRUCALHUE, ENTRE EL SECTOR DE CHANCO Y PURRETRUN.|-40.40942|-73.375954|0|9|19|0|0|0|0|0|28|11|17|0|1|1
1158|2021|7266|4|ESCUELA RURAL TRAPI|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|TRAPI|27|TRAPI,KM 27- RÍO BUENO|-40.401989|-72.704353|16|40|0|0|0|0|0|0|56|26|30|0|0|3
1159|2021|7437|3|ESCUELA PARTICULAR N.148 LOLOLHUE|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|2|LOLOLHUE KM.35|0|LOLOLHUE KM. 35|-40.399280999999995|-73.29435699999999|0|3|0|0|0|0|0|0|3|2|1|0|0|1
1160|2021|7440|3|ESCUELA PARTICULAR N.151 PUCOPIO|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|2|CAMINO MISION SAN JUAN|55|CAMINO A MISIÓN SAN JUAN KM. 55|-40.390751|-73.43388399999999|0|1|0|0|0|0|0|0|1|1|0|0|0|1
1161|2021|7420|9|ESCUELA RURAL SAN PEDRO|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|1|CANTIAMO|0| |-40.390572|-73.43324299999999|0|1|0|0|0|0|0|0|1|1|0|0|0|1
1162|2021|7422|5|ESCUELA RURAL QUITRA QUITRA|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|1|SECTOR, QUITRA QUITRA|0|SE UBICA EN EL SECTOR DE POCUNO COMUNA DE SAN PABLO, LUGAR LLAMADO QUITRA QUITRA.|-40.387459|-73.34993|0|4|0|0|0|0|0|0|4|2|2|0|4|0
1163|2021|22153|8|ESCUELA PARTICULAR ESTRELLA SOLITARIA|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|2|POCURA ALTO|0|CONSULTAR CASA DEL DIRECTOR EN POCURA BAJO.-|-40.376511|-72.107147|0|24|0|0|0|0|0|0|24|16|8|0|0|1
1164|2021|7441|1|COLEGIO QUILACAHUIN|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|2|MISION QUILACAHUIN|0|30 KM AL NOROESTE DE OSORNO POR CAMINO A TRUMAO|-40.375949999999996|-73.261208|0|69|0|0|0|0|73|0|142|64|78|0|6|2
1165|2021|7436|5|ESCUELA PARTICULAR N.145 QUITRA QUITRA|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|2|PAILLAIMO|0| |-40.3759|-73.3592|0|8|0|0|0|0|0|0|8|4|4|0|3|0
1166|2021|7262|1|ESCUELA RURAL PISU-PISUE|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|CAMINO MANTILHUE|75|CAMINO MANTILHUE KM.75|-40.374409|-72.321938|0|10|0|0|0|0|0|0|10|5|5|0|0|1
1167|2021|7242|7|ESCUELA RURAL VIVANCO|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|VIVANCO|40|VIVANCO KM. 40|-40.373322|-72.617149|11|87|0|0|0|0|0|0|98|52|46|0|4|3
1168|2021|7431|4|ESCUELA RURAL TRUMAO|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|1|TRUMAO|0|28 KILOMETROS AL NORTE DE OSORNO|-40.362739999999995|-73.16255199999999|9|29|0|0|0|0|0|0|38|22|16|0|0|3
1169|2021|7318|0|ESCUELA PARTICULAR HUEIMEN|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|2|SECTOR HUEIMEN|0|SECTOR HUEIMEN|-40.36013|-72.46209|0|1|0|0|0|0|0|0|1|1|0|0|1|0
1170|2021|7314|8|ESCUELA PARTICULAR LOS GUINDOS|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|2|RUPUMEICA ALTO|0|ESTABLECIMIENTO UBICADO A 80 KL AL SUROESTE DE LAGO RANCO. COMUNIDAD INDIGENA SECTOR PRECORDILLERANO RUPUMEICA ALTO.|-40.35677|-71.9851|0|5|0|0|0|0|0|0|5|2|3|0|1|1
1171|2021|7289|3|ESCUELA PARTICULAR TRAPI|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|TRAPI|0|TRAPI S/N|-40.350829999999995|-72.685806|0|5|0|0|0|0|0|0|5|5|0|0|0|1
1172|2021|7316|4|ESCUELA PARTICULAR POCURA|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|2|POCURA RIÑINAHUE|0|CAMINO PÚBLICO A RUPUMEICA APROXIMADAMENTE A 10 KM DE RIÑINAHUE|-40.344501|-72.107422|0|9|0|0|0|0|0|0|9|4|5|0|4|0
1173|2021|22352|2|ESCUELA PARTICULAR EL DESPERTAR|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|CONTRA CORONEL|0|RUTA CINCO SUR, VILLA RALICURA, SECTOR CONTRA CORONEL (PASO COCULE CAMINO ALTERNATIVO). VILLA RALICURA,|-40.341868999999996|-72.99284399999999|0|291|0|0|0|0|0|0|291|145|146|0|8|0
1174|2021|22755|2|LICEO TCO. PROF. DE RIO BUENO|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|AVENIDA LOS LAURELES|1400| |-40.341469|-72.94368|0|0|0|0|0|0|329|0|329|191|138|0|16|0
1175|2021|31011|5|CEIA SAN SEBASTIAN|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|COMERCIO|1268| |-40.341369|-72.955857|0|0|29|0|0|129|0|0|158|73|85|0|5|0
1176|2021|7312|1|ESCUELA PARTICULAR CARRAN|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|2|RIÑINAHUE-POCURA|0|SECTOR POCURA, UBICADO A 42 KILÓMETROS HACIA EL ESTE DE LAGO RANCO (PRE CORDILLERA).|-40.339321|-72.10302|24|96|0|0|0|0|0|0|120|61|59|0|10|0
1177|2021|22414|6|ESCUELA PAMPA RIOS|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|18 DE SEPTIEMBRE|1600|INGRESO POR CALLE COMERCIO HACIA EL SUR Y DOBLAR HACIA EL ESTE POR CALLE 18 DE SEPTIEMBRE HASTA EL Nº 1600.|-40.33886|-72.948257|65|425|0|0|0|0|0|0|490|240|250|0|19|0
1178|2021|22077|9|ESCUELA PARTICULAR LLAQUITO|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|CAMINO LAS TRANCAS|27|KM. 27|-40.338631|-73.257042|0|4|0|0|0|0|0|0|4|3|1|0|0|1
1179|2021|7237|0|ESCUELA BASICA RIO BUENO|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|AVENIDA PRAT|990|UBICADA EN AVENIDA ARTURO PRAT A 2 CUADRAS DE LA PLAZA DE ARMAS.|-40.338299|-72.957779|95|552|0|7|0|0|0|0|654|332|322|0|22|0
1180|2021|7438|1|ESCUELA PARTICULAR N.150 SANTA ROSA|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|2|KM 57 OSORNO - TRINIDAD|0|CAMINO OSORNO TRINIDAD KM.57|-40.337711|-73.41510000000001|0|5|0|0|0|0|0|0|5|5|0|0|0|1
1181|2021|22575|4|JARDIN INFANTIL GASPARIN|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|PASAJE MANUEL MONTT|1710|CERCA DEL CONSULTORIO DE RIO BUENO, VILLA PORTAL DEL RIO|-40.33676|-72.94736999999999|20|0|0|0|0|0|0|0|20|9|11|0|2|0
1182|2021|7279|6|ESCUELA PART LA AGUADA|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|SECTOR CACHILLAHUE|23|SECTOR PURO CHILE. SECTOR CACHILLAHUE KM 23|-40.336521|-72.729393|0|26|0|0|0|0|0|0|26|16|10|0|0|1
1183|2021|7236|2|LICEO VICENTE PEREZ ROSALES|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|EJERCITO LIBERTADOR|0|FRENTE CONSULTORIO CESFAM RÍO BUENO|-40.336208|-72.94957|0|0|0|0|435|26|0|0|461|194|267|0|18|0
1184|2021|22458|8|COLEGIO CELIPRAS RIO BUENO|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|AVENIDA PRAT|680| |-40.335139999999996|-72.957848|25|119|0|157|0|0|0|0|301|177|124|0|18|1
1185|2021|7276|1|COLEGIO SANTA CRUZ|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|INDEPENDENCIA|1010| |-40.334300999999996|-72.956741|150|645|0|0|318|0|0|0|1113|528|585|0|28|0
1186|2021|22758|7|LICEO BICENTENARIO COMPLEJO EDUCACIONAL IGNAO|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|1|CAMINO PRINCIPAL|0|S/N IGNAO CARRETERA T85 RIO BUENO A LAGO RANCO, CRUCE IGNAO 5 KM ANTES DE LLEGAR A LAGO RANCO, DOBLAR DERECHA 200 METROS DEL CRUCE.|-40.334129|-72.556557|80|300|0|13|75|0|81|0|549|281|268|0|18|0
1187|2021|22495|2|COLEGIO PARTICULAR CARDENAL RAUL SILVA HENRIQ|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|ESMERALDA|0|ESMERALDA ESQUINA VICTORIA - SE UBICA A MEDIA CUADRA DEL TERMINAL DE BUSES DE RÍO BUENO.|-40.33329|-72.949303|31|192|0|0|91|0|0|0|314|167|147|0|14|0
1188|2021|31015|8|ESCUELA DE LENGUAJE ALTUE|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|SAN MARTIN|1030| |-40.332294999999995|-72.95652299999999|0|0|0|93|0|0|0|0|93|60|33|0|7|0
1189|2021|22446|4|CENT.EDUC.INTEG.ADULTOS PROFASOC|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|PATRICIO LYNCH|1196|PATRICIO LYNCH,ESQUINA PEDRO LAGOS. A UNA CUADRA DE LA PLAZA 21 DE MAYO.|-40.331173|-72.95494|0|0|41|0|0|211|0|0|252|123|129|0|8|0
1190|2021|7238|9|ESCUELA BASICA PATRICIO LYNCH|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|PATRICIO LYNCH|2004|PATRICIO LYNCH 2004 RO BUENO, SECTOR LA CANTERA|-40.330379|-72.943176|16|143|0|0|0|0|0|0|159|97|62|0|8|1
1191|2021|41533|2|CENTRO EDUCACIONAL INTEGRADO DE ADULTOS LATINOAMERICANO|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|2|RIÑINAHUE|0|S/N FRENTE SALTO NILAHUE|-40.3298|-72.22519|0|0|77|0|0|152|0|0|229|99|130|0|6|0
1192|2021|7302|4|ESCUELA RURAL PITRENO|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|1|PITREÑO|0|CAMINO LAGO RANCO A RIÑINAHUE KM 13.|-40.327709|-72.317482|0|5|0|0|0|0|0|0|5|1|4|0|0|1
1193|2021|7301|6|ESCUELA RURAL ILIHUE|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|1|CAMINO A RININAHUE|9|CAMINO A RIÑINAHUE KM 9|-40.323448|-72.377411|0|43|0|0|0|0|0|0|43|21|22|0|2|3
1194|2021|7299|0|LICEO ANTONIO VARAS|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|1|SANTIAGO|320| |-40.32111|-72.47612|80|453|0|0|255|0|0|0|788|402|386|0|26|0
1195|2021|7315|6|ESCUELA PARTICULAR RUPUMEICA|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|2|LAGO RANCO-RUPUMEICA|0|ALTURA DE LOS PUENTES HUEINAHUE Y CAIKAYEN, RIO HUEINAHUE LAGO MAIHUE|-40.321072|-71.967537|0|15|0|0|0|0|0|0|15|5|10|0|0|1
1196|2021|7303|2|ESCUELA RURAL RININAHUE|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|1|RININAHUE|28|RIÑINAHUE KM 28 - LAGO RANCO|-40.318489|-72.209412|43|122|0|0|0|0|0|0|165|78|87|0|4|2
1197|2021|7423|3|ESCUELA RURAL ALEJANDRO VASQUEZ BALDEVELLANO|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|1|CURRIMAHUIDA|0|CAMINO A TRINIDAD KILOMETRO 65.|-40.315689|-73.43508899999999|0|6|0|0|0|0|0|0|6|3|3|0|0|1
1198|2021|22140|6|LICEO BICENTENARIO INGENIERO RICARDO FENNER RUEDI|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|SECTOR SAN JAVIER|7|CRUCE SAN JAVIER KM. 07, CAMINO A SECTOR PUERTO NUEVO|-40.313128999999996|-73.000214|0|0|0|0|0|0|909|0|909|838|71|0|24|0
1199|2021|7000|9|ESCUELA RURAL HUEINAHUE|1|14|RIOS|142|14202|FUTRONO|142|RANCO|1|HUEINAHUE|0|CAMINO A RUPUMEICA KM 60 FUTRONO. HACIA LA CORDILLERA|-40.31234|-71.97689799999999|0|18|0|0|0|0|0|0|18|14|4|0|6|0
1200|2021|22752|8|LICEO BICENTENARIO DE EXCELENCIA AGRICOLA TECNOLOGICO WERNER GROB STOLZENBACH|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|SECTOR SAN JAVIER|8|SECTOR SAN JAVIER KM.8|-40.310539|-73.002357|0|54|0|0|0|0|464|0|518|240|278|0|14|0
1201|2021|7244|3|ESCUELA RURAL COLONIA DIUMEN|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|CAYURRUCA|25|CAYURRUCA KM.25.RUTA RIO BUENO A LAGO RANCO. PEDRO LAGOS 530.RIO BUENO.|-40.307041|-72.692543|23|124|0|0|0|0|0|0|147|82|65|0|8|1
1202|2021|22354|9|ESCUELA EL MAITEN|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|LOS PELLINES|491|POBLACIÓN EL MAITÉN. SECTOR SUR|-40.306861999999995|-73.086807|33|248|0|0|0|83|0|0|364|171|193|0|14|0
1203|2021|7166|8|ESCUELA ALDEA CAMPESINA|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|JOHN KENNEDY|0|RUTA T 70 KILÒMETRO 3|-40.30518|-73.05892899999999|24|123|0|0|0|0|0|0|147|78|69|0|6|1
1204|2021|7131|5|ESCUELA PRESIDENTE JORGE ALESSANDRI R.|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|RICARDO SIEGLE|231| |-40.303291|-73.074417|86|426|0|0|0|0|0|0|512|252|260|0|20|0
1205|2021|22445|6|CENTRO DE EDUC. DE ADULTOS ELIER|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|SECTOR RURAL SANTA CRUZ|0|SECTOR SANTA CRUZ|-40.301249999999996|-73.13982|0|0|4|0|0|68|0|0|72|39|33|0|3|0
1206|2021|7193|5|ESCUELA PARTICULAR LAGO VERDE|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|SECTOR RURAL SANTA CRUZ|0| |-40.300961|-73.13958699999999|0|4|0|0|0|0|0|0|4|3|1|0|0|1
1207|2021|22743|9|GARDEN COLLEGE|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|LOS CARRERA|387| |-40.299521999999996|-73.075226|69|291|0|0|91|0|0|0|451|233|218|0|14|0
1208|2021|22503|7|COLEGIO AGUILAS DEL SUR|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|CAUPOLICAN|970| |-40.299484|-73.07504|0|0|0|0|0|84|0|0|84|53|31|0|3|0
1209|2021|7183|8|COLEGIO PADRE DAMIAN|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|MANUEL OSSA|329|INGRESANDO A LA UNIÓN PASO NIVEL MANO DERECHA|-40.299389|-73.0737|70|322|0|0|81|0|58|0|531|261|270|0|14|0
1210|2021|22277|1|COLEGIO NACIONAL DE LA UNION|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|CAUPOLICAN|970| |-40.29932|-73.074516|30|136|0|0|0|0|0|0|166|80|86|0|6|1
1211|2021|22016|7|ESCUELA PARTICULAR CARRAN CHICO|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|2|CARRAN CHICO|0| |-40.299271|-72.092247|0|1|0|0|0|0|0|0|1|1|0|0|0|1
1212|2021|16873|4|ESCUELA LENGUAJE VER Y HABLAR|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|CAUPOLICAN|1860|CALLE CAUPOLICAN ALTO N° 1860 ESQUINA PADRE HURTADO|-40.298700000000004|-73.07606|0|0|0|69|0|0|0|0|69|38|31|0|5|0
1213|2021|7129|3|LICEO BICENTENARIO RECTOR ABDON ANDRADE COLOMA|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|ARTURO PRAT|369|SECTOR CENTRO|-40.29813|-73.08361099999999|0|129|0|0|587|0|128|0|844|374|470|0|31|0
1214|2021|7181|1|COLEGIO SANTA MARTA|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|ARTURO PRAT|442|NUESTRO COLEGIO SE ENCUENTRA A 2 CUADRAS DE LA PLAZA Y PARROQUIA DE LA UNION.|-40.297359|-73.083801|85|361|0|0|176|0|0|0|622|282|340|0|14|0
1215|2021|7128|5|COLEGIO DE CULTURA Y DIFUSION ARTISTICA|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|PADRE HURTADO|550|PADRE HURTADO CON AVENIDA RICARDO BOETTCHER, SALIDA SUR DE LA UNIÓN|-40.296600000000005|-73.078735|84|453|10|0|217|57|0|0|821|370|451|0|31|0
1216|2021|22228|3|ESCUELA PARTICULAR AYELEN|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|SECTOR LOS ESTEROS|0| |-40.295719|-73.083|0|7|0|0|0|0|0|0|7|3|4|0|3|0
1217|2021|31005|0|COL. EDUC VICTOR MANUEL GIOVANETTI ASTUDILLO|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|PHILLIPI|676|UBICADO A 2 CUADRAS DE PLAZA DE ARMAS, AL LADO DE COMISARIA DE CARABINEROS Y JUZGADO.|-40.295139|-73.08606|0|19|0|0|72|0|0|0|91|57|34|0|6|0
1218|2021|7180|3|COLEGIO ALEMAN R.A. PHILIPPI|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|3|LETELIER|174|LA UNION|-40.294868|-73.08438|93|198|0|0|82|0|0|0|373|181|192|0|16|0
1219|2021|7135|8|COLEGIO TECNICO PROFESIONAL N°1 HONORIO OJEDA VALDERAS|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|ESMERALDA|951|ESMERALDA 951 LA UNION|-40.292339|-73.079422|0|20|0|0|104|0|64|0|188|80|108|0|10|0
1220|2021|22521|5|ESCUELA ESPECIAL DE ESTIMULACION E INTEGRACION EL UMBRAL|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|ARTURO PRAT|1004|A TRES CUADRAS DE PLAZA, HACIA EL NORTE.|-40.2912|-73.08126|0|0|0|99|0|0|0|0|99|65|34|0|11|0
1221|2021|7132|3|ESC.DIFERENC.VILLA SAN JOSE DE LA UNION|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|MANUEL RODRIGUEZ|958|ESQUINA BERNARDO 0!HIGGINS CON MANUEL RODRÍGUEZ. SECTOR NOROESTE|-40.291073|-73.084015|0|0|0|77|0|0|0|0|77|48|29|0|13|0
1222|2021|7130|7|ESCUELA LA UNION|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|21 DE MAYO|198| |-40.29089|-73.082542|51|328|0|0|0|0|0|0|379|204|175|0|15|0
1223|2021|7133|1|ESCUELA RADIMADI|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|WEIDELINER|211|SECTOR NORTE DE LA CIUDAD, O EN EL SECTOR  POBLACIÓN RADIMADI|-40.29089|-73.082542|76|348|0|0|0|0|0|0|424|207|217|0|12|0
1224|2021|7137|4|ESCUELA RURAL CHOROICO|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|RAMIREZ|990| |-40.29089|-73.082542|24|99|0|0|0|0|0|0|123|66|57|0|8|1
1225|2021|7140|4|ESCUELA RURAL LOS ESTEROS|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|CAYETANO LETELIER|589|CAMINO AL SECTOR LOS ESTEROS, KM 30|-40.29089|-73.082542|20|129|0|0|0|0|0|0|149|69|80|0|8|1
1226|2021|7141|2|ESCUELA RURAL FOLLECO|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|RAMIREZ|990|KM 21 DE LA LOCALIDAD DE FOLLECO|-40.29089|-73.082542|0|9|0|0|0|0|0|0|9|3|6|0|0|1
1227|2021|7147|1|ESCUELA RURAL HUILLINCO|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|RAMIREZ|990|SECTOR HUILLINCO KM. 15 EN LA COMUNA DE LA UNIÓN,PROVINCIA DEL RANCO|-40.29089|-73.082542|0|63|0|0|0|0|0|0|63|39|24|0|2|3
1228|2021|7157|9|ESCUELA RURAL TRAIGUEN|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|CAMINO PUERTO NUEVO|20|CAMINO PUERTO NUEVO KM 20 - RAMIREZ 990|-40.29089|-73.082542|13|74|0|0|0|0|0|0|87|46|41|0|4|3
1229|2021|7158|7|ESCUELA RURAL CARIMANCA|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|RAMIREZ|990|CAMINO A CUDICO KM. 12|-40.29089|-73.082542|0|5|0|0|0|0|0|0|5|3|2|0|0|1
1230|2021|7160|9|ESCUELA RURAL FLOR M. MUNDACA H.|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|LETELIER|599|  ESQUINA RIQUELME CAMINO A CUDICO KM 7.|-40.29089|-73.082542|0|7|0|0|0|0|0|0|7|2|5|0|3|0
1231|2021|7168|4|ESCUELA RURAL LLANCACURA|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|RAMIREZ|990|CAMINO LLANCACURA KM 39 - RAMIREZ 990|-40.29089|-73.082542|0|19|0|0|0|0|0|0|19|12|7|0|1|1
1232|2021|7170|6|ESCUELA RURAL MASHUE|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|RAMIREZ|990|CAMINO LLANCACURA KM.27 S/N - RAMIREZ 990|-40.29089|-73.082542|12|62|0|0|0|0|0|0|74|46|28|0|10|0
1233|2021|7172|2|ESCUELA RURAL PILPILCAHUIN|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|RAMIREZ|990|VILLA SAN ANTONIO PASAJE ARMANDO PARDO ARIAS 2078|-40.29089|-73.082542|0|8|0|0|0|0|0|0|8|4|4|0|5|0
1234|2021|7174|9|ESCUELA RURAL LOS CHILCOS|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|CAMINO LA UNION A PUERTO NUEVO|40|CAMINO LA UNIÓN A PUERTO NUEVO KM N° 40|-40.29089|-73.082542|0|9|0|0|0|0|0|0|9|5|4|0|1|1
1235|2021|7178|1|ESCUELA RURAL HUACAHUE|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|RAMIREZ|990| |-40.29089|-73.082542|0|3|0|0|0|0|0|0|3|1|2|0|3|0
1236|2021|20439|0|ESCUELA ESPECIAL DE LENGUAJE MUNICIPAL|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|1|O'HIGGINS|175| |-40.29081|-73.08308|0|0|0|38|0|0|0|0|38|25|13|0|3|0
1237|2021|7186|2|ESCUELA PARTICULAR MONTES AZULES|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|MASHUE|0| |-40.287701|-73.080063|0|6|0|0|0|0|0|0|6|4|2|0|0|1
1238|2021|7284|2|ESCUELA PARTICULAR NUEVA PINDACO|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|PINDACO|0|SECTOR PINDACO KM. 18. CAMINO A LAGO RANCO.|-40.286789|-72.78166999999999|0|31|0|0|0|0|0|0|31|14|17|0|2|1
1239|2021|7306|7|ESCUELA RURAL QUILLIN|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|1|CAMINO PUERTO LAPI|8|KM. 8 CAMINO TRES CRUCES - PUERTO LAPI- KM 8 CAMINO PUERTO LAPI|-40.28561|-72.544601|0|7|0|0|0|0|0|0|7|3|4|0|0|1
1240|2021|7309|1|ESCUELA RURAL PITRIUCO|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|1|SECTOR PITRIUCO|0|CAMINO IGNAO - LA JUNTA KM 10|-40.28009|-72.618393|0|28|0|0|0|0|0|0|28|14|14|0|0|2
1241|2021|7307|5|ESCUELA RURAL LA ENSENADA|1|14|RIOS|142|14203|LAGO RANCO|142|RANCO|1|CAMINO ILLAHUAPI|46|KM.46 CAMINO ILLAHUAPI  -  ESTAMOS A ORILLA DEL LAGO RANCO CAMINO A LA PENÍNSULA DE ILLAHUAPI, (SECTOR LA ENSENADA)|-40.2794|-72.267776|0|9|0|0|0|0|0|0|9|7|2|0|0|1
1242|2021|22613|0|ESCUELA PARTICULAR CRECER|1|14|RIOS|142|14201|LA UNIÓN|142|RANCO|2|PARC COLINAS|6|CASILLA 196 LA UNIÓN - PARC COLINAS KM.06|-40.27927|-73.120293|0|14|0|0|0|0|0|0|14|10|4|0|6|0
